RBD,acciones,estim_total,estim_sep,pct_completas,avance_min,avance_max,porc_ben,montos_extremos,faltantes_sep,duplicados,nombre_pme,NOM_RBD,NOM_COM_RBD,COD_DEPE,RURAL_RBD,ESTADO_ESTAB,MAT_TOTAL,ENS_01,_merge,estim_por_alumno,elegible
20460,12,404000000,404000000.0,0.8333333333333334,95.83333333333333,99.83333333333333,76.0,0,0,0,COLEGIO LA MISION MOSTAZAL,COLEGIO LA MISION MOSTAZAL,MOSTAZAL,3,0,1,722,10,both,559556.7867036011,True
20461,8,192200000,137000000.0,0.0,75.0,99.0,96.8,0,0,0,COLEGIO TECNICO PROFESIONAL SAN ESTEBAN,COLEGIO TECNICO PROFESIONAL SAN ESTEBAN,BULNES,3,0,1,308,310,both,624025.974025974,True
20463,22,5500000,0.0,0.5454545454545454,77.27272727272727,87.0909090909091,0.0,0,0,0,ESCUELA ESPECIAL DE LENGUAJE TRAVESÍA,ESCUELA ESPECIAL DE LENGUAJE TRAVESÍA,LA SERENA,3,0,1,63,214,both,87301.58730158731,True
20467,14,630000,0.0,0.0,14.571428571428571,33.142857142857146,0.0,0,0,0,ESCUELA ESPECIAL DE LENGUAJE EL CASTILLO DE VICENTE,ESCUELA ESPECIAL DE LENGUAJE EL CASTILLO DE VICENTE,RANCAGUA,3,0,1,61,214,both,10327.868852459016,True
20472,19,114500000,0.0,0.631578947368421,76.3157894736842,82.63157894736842,0.0,0,0,0,ESCUELA ESPECIAL DE LENGUAJE MI PEQUEÑO SUEÑO,ESCUELA ESPECIAL DE LENGUAJE MI PEQUEÑO SUEÑO,LINARES,3,0,1,135,214,both,848148.1481481482,True
20475,8,67700000,61100000.0,0.75,93.75,99.75,90.2,0,0,0,COLEGIO ACADEMIA POLIVALENTE DE FORMACIÒN PREMILITAR GENERAL JOSE MIGUEL CARRERA,COLEGIO ACADEMIA POLIVALENTE DE FORMACIÒN PREMILITAR GENERAL JOSE MIGUEL CARRERA,EL MONTE,3,0,1,133,110,both,509022.55639097746,True
20478,25,345243783,345243783.0,1.0,100.0,100.0,78.0,0,0,0,COLEGIO TÉCNICO INDUSTRIAL DON BOSCO - CALAMA,COLEGIO TÉCNICO INDUSTRIAL DON BOSCO - CALAMA,CALAMA,3,0,1,1067,110,both,323564.9325210872,True
20489,8,113000000,46000000.0,0.75,93.75,99.75,86.5,0,0,0,COLEGIO CIMA,COLEGIO CIMA,COINCO,3,1,1,208,10,both,543269.2307692308,True
20492,8,19000000,0.0,1.0,100.0,100.0,0.0,0,0,0,ESCUELA ESPECIAL MASTER EDUCA,ESCUELA ESPECIAL MASTER EDUCA,CHIMBARONGO,3,1,1,143,212,both,132867.13286713287,True
20494,8,0,0.0,0.0,37.625,58.5,0.0,0,0,0,CENTRO DE EDUCACION INTEGRAL DE ADULTOS `RENACER`,CENTRO DE EDUCACION INTEGRAL DE ADULTOS `RENACER`,RANCAGUA,3,0,1,90,165,both,0.0,True
20504,8,0,0.0,0.0,65.625,89.625,0.0,0,0,0,CENTRO EDUCACIONAL HACIENDA DE TENO,CENTRO EDUCACIONAL HACIENDA DE TENO,TENO,2,1,1,10,110,both,0.0,True
20507,23,850000000,830000000.0,1.0,100.0,100.0,92.8,0,0,0,COLEGIO CREE CERRO NAVIA,COLEGIO CREE CERRO NAVIA,CERRO NAVIA,3,0,1,955,10,both,890052.3560209424,True
20508,23,290000000,120000000.0,1.0,100.0,100.0,94.5,0,0,0,COLEGIO VILLA CARTAGO,COLEGIO VILLA CARTAGO,CARTAGENA,2,0,1,325,10,both,892307.6923076923,True
20511,12,0,0.0,0.75,85.5,91.41666666666667,0.0,0,0,0,ESCUELA  ESPECIAL N° 2486 EDELWEISS,ESCUELA  ESPECIAL N° 2486 EDELWEISS,QUINTA NORMAL,3,0,1,97,214,both,0.0,True
20549,12,0,0.0,0.4166666666666667,85.41666666666667,99.41666666666667,0.0,0,0,0,ESCUELA ESPECIAL DIFERENCIAL HUALLEREHUE,ESCUELA ESPECIAL DIFERENCIAL HUALLEREHUE,SANTA JUANA,2,1,1,31,212,both,0.0,True
20562,16,0,0.0,0.0,67.1875,91.1875,0.0,0,0,0,ESCUELA ESPECIAL LAUTRARU PADRE HURTADO,ESCUELA ESPECIAL LAUTRARU PADRE HURTADO,SAN BERNARDO,3,0,1,254,212,both,0.0,True
20564,9,10750000,10750000.0,0.6666666666666666,86.11111111111111,94.11111111111111,88.2,0,0,0,JARDIN INFANTIL ANTUNEYEN,JARDIN INFANTIL ANTUNEYEN,OVALLE,3,0,1,17,10,both,632352.9411764706,True
20567,21,120000000,115000000.0,0.3333333333333333,80.95238095238095,96.95238095238095,77.5,0,0,0,ENGLISH COLLEGE LOS RÍOS,ENGLISH COLLEGE LOS RÍOS,VALDIVIA,3,0,1,307,10,both,390879.47882736154,True
20592,23,6840000,0.0,0.0,71.73913043478261,95.73913043478261,0.0,0,0,0,ESCUELA ESPECIAL Nº 213 PRINCIPADO INFANCIA FELIZ,ESCUELA ESPECIAL Nº 213 PRINCIPADO INFANCIA FELIZ,SAN BERNARDO,3,0,1,55,214,both,124363.63636363637,True
20593,30,7400000,0.0,0.6,89.16666666666667,98.76666666666667,0.0,0,0,0,ESCUELA ESPECIAL Nº 214 PROFESOR ANTONIO OROZ,ESCUELA ESPECIAL Nº 214 PROFESOR ANTONIO OROZ,SAN BERNARDO,3,0,1,105,216,both,70476.19047619047,True
20634,8,0,0.0,0.0,65.625,89.625,0.0,0,0,0,ESCUELA ESPECIAL DE LENGUAJE ESTOY FELIZ,ESCUELA ESPECIAL DE LENGUAJE ESTOY FELIZ,CORONEL,3,0,1,119,214,both,0.0,True
20691,16,935000,0.0,0.0,75.0,99.0,0.0,0,0,0,ESCUELA DE EDUCACIÓN ESPECIAL KANTATURU,ESCUELA DE EDUCACIÓN ESPECIAL KANTATURU,ARICA,3,0,1,95,212,both,9842.105263157895,True
22007,19,615000000,615000000.0,0.3684210526315789,84.21052631578948,99.36842105263158,85.4,0,0,0,COLEGIO ARTISTICO SANTA CECILIA,COLEGIO ARTISTICO SANTA CECILIA,OSORNO,3,0,1,874,10,both,703661.3272311212,True
22009,10,792000000,340000000.0,0.5,87.5,99.5,95.1,0,0,0,COLEGIO SANTA MARIA,COLEGIO SANTA MARIA,PUERTO MONTT,3,0,1,405,10,both,1955555.5555555555,True
22010,26,284134375,283234375.0,1.0,100.0,100.0,92.3,0,0,0,COLEGIO CHILOE,COLEGIO CHILOE,ANCUD,3,0,1,375,10,both,757691.6666666666,True
22012,18,297571429,166571429.0,1.0,100.0,100.0,94.3,0,0,0,LICEO PUNTA DE RIELES,LICEO PUNTA DE RIELES,LOS MUERMOS,6,0,1,263,110,both,1131450.300380228,True
22014,15,153000000,153000000.0,1.0,100.0,100.0,91.8,0,0,0,COLEGIO BAQUEDANO,COLEGIO BAQUEDANO,VALDIVIA,3,0,1,391,10,both,391304.347826087,True
22016,12,902000,500000.0,0.0,75.0,99.0,100.0,0,0,0,ESCUELA PARTICULAR CARRAN CHICO,ESCUELA PARTICULAR CARRAN CHICO,LAGO RANCO,3,1,1,2,110,both,451000.0,True
22019,16,124500000,98000000.0,0.1875,79.6875,99.1875,92.5,0,0,0,ESCUELA PARTICULAR N. 320 ADVENTISTA,ESCUELA PARTICULAR N. 320 ADVENTISTA,PUERTO MONTT,3,0,1,401,10,both,310473.81546134665,True
22021,56,104989283,77489283.0,0.8035714285714286,91.08928571428571,95.78571428571429,96.7,0,0,0,LICEO LAS AMERICAS,LICEO LAS AMERICAS,PUYEHUE,2,0,1,303,310,both,346499.28382838285,True
22022,18,265168366,139714286.0,0.2777777777777778,75.0,92.33333333333333,81.1,0,0,0,LICEO IGNACIO CARRERA PINTO,LICEO IGNACIO CARRERA PINTO,FRUTILLAR,6,0,1,477,310,both,555908.5241090147,True
22024,25,130000000,109000000.0,0.52,81.0,92.52,98.9,0,0,0,LICEO TECNICO PROFESIONAL RADIO 24,LICEO TECNICO PROFESIONAL RADIO 24,PAILLACO,3,1,1,274,510,both,474452.5547445255,True
22025,8,14500000,14500000.0,0.0,75.0,99.0,100.0,0,0,0,ESCUELA PARTICULAR SAN MIGUEL,ESCUELA PARTICULAR SAN MIGUEL,PANGUIPULLI,3,1,1,30,10,both,483333.3333333333,True
22027,20,125000000,125000000.0,0.3,78.75,95.55,94.1,0,0,0,LICEO HORNOPIREN,LICEO HORNOPIREN,HUALAIHUÉ,2,1,1,324,310,both,385802.4691358025,True
22041,8,1612000000,689000000.0,1.0,100.0,100.0,92.2,0,0,0,CENTRO EDUCACIONAL PAZ Y AMOR,CENTRO EDUCACIONAL PAZ Y AMOR,ANCUD,3,0,1,255,10,both,6321568.62745098,True
22049,8,38940400,27500000.0,0.0,46.875,70.875,95.0,0,0,0,ESCUELA PARTICULAR N.322,ESCUELA PARTICULAR N.322,MAULLIN,3,1,1,20,110,both,1947020.0,True
22050,18,269000000,199000000.0,0.05555555555555555,44.5,65.77777777777777,96.4,0,0,0,LICEO BICENTENARIO DE EXCELENCIA BENJAMIN MUÑOZ GAMERO,LICEO BICENTENARIO DE EXCELENCIA BENJAMIN MUÑOZ GAMERO,PUERTO OCTAY,2,0,1,277,310,both,971119.1335740072,True
22065,9,565000000,565000000.0,1.0,100.0,100.0,41.3,0,0,0,COLEGIO SAN FRANCISCO DE ASIS,COLEGIO SAN FRANCISCO DE ASIS,CASTRO,3,0,1,1280,10,both,441406.25,True
22070,11,10429000,10429000.0,0.45454545454545453,86.36363636363636,99.45454545454545,100.0,0,0,0,ESCUELA PARVULARIA `RAYITO DE SOL`,ESCUELA PARVULARIA `RAYITO DE SOL`,PUYEHUE,2,0,1,19,10,both,548894.7368421053,True
22077,10,350000,350000.0,1.0,100.0,100.0,100.0,0,0,0,ESCUELA PARTICULAR LLAQUITO,ESCUELA PARTICULAR LLAQUITO,LA UNIÓN,3,1,1,3,110,both,116666.66666666667,True
22078,8,0,0.0,1.0,100.0,100.0,0.0,0,0,0,ESCUELA ESPECIAL DE LENGUAJE MAIHUE,ESCUELA ESPECIAL DE LENGUAJE MAIHUE,CASTRO,3,0,1,89,214,both,0.0,True
22083,18,114123735,114123735.0,0.2777777777777778,61.22222222222222,77.11111111111111,84.3,0,0,0,COLEGIO ALMIRANTE JUAN JOSE LATORRE,COLEGIO ALMIRANTE JUAN JOSE LATORRE,CHAITÉN,2,1,1,464,10,both,245956.3254310345,True
22084,22,93900000,72900000.0,1.0,100.0,100.0,100.0,0,0,0,LICEO POLITECNICO ANTULAFKEN,LICEO POLITECNICO ANTULAFKEN,SAN JUAN DE LA COSTA,2,1,1,137,610,both,685401.4598540146,True
22086,19,0,0.0,0.8947368421052632,92.10526315789474,93.36842105263158,85.8,0,0,0,LICEO RURAL LAS QUEMAS,LICEO RURAL LAS QUEMAS,PUERTO MONTT,2,1,1,393,10,both,0.0,True
22091,11,71700000,42600000.0,1.0,100.0,100.0,84.7,0,0,0,JARDIN INFANTIL RAYITO DE LUZ,JARDIN INFANTIL RAYITO DE LUZ,VALDIVIA,3,0,1,98,10,both,731632.6530612245,True
22092,8,6600000,4000000.0,0.375,81.25,96.25,100.0,0,0,0,ESCUELA PARTICULAR LOS HALCONES,ESCUELA PARTICULAR LOS HALCONES,HUALAIHUÉ,3,1,1,6,110,both,1100000.0,True
22094,17,169000000,169000000.0,0.5294117647058824,86.76470588235294,98.05882352941177,90.6,0,0,0,COLEGIO WANELEN WE,COLEGIO WANELEN WE,CASTRO,3,0,1,350,10,both,482857.14285714284,True
22095,8,0,0.0,0.875,93.75,96.75,100.0,0,0,0,ESCUELA PARTICULAR EL HUIRO,ESCUELA PARTICULAR EL HUIRO,CORRAL,3,1,1,4,110,both,0.0,True
22096,10,59100000,59100000.0,1.0,100.0,100.0,95.3,0,0,0,ESCUELA PARTICULAR JUANITA FERNANDEZ SOLAR,ESCUELA PARTICULAR JUANITA FERNANDEZ SOLAR,FRUTILLAR,3,1,1,85,110,both,695294.1176470588,True
22100,8,4974792,4974792.0,0.875,93.75,96.75,100.0,0,0,0,ESCUELA RURAL EL VARAL,ESCUELA RURAL EL VARAL,HUALAIHUÉ,2,1,1,3,110,both,1658264.0,True
22101,14,0,0.0,0.9285714285714286,96.42857142857143,98.14285714285714,0.0,0,0,0,ESCUELA DIFERENCIAL `ASPADEP`,ESCUELA DIFERENCIAL `ASPADEP`,PUERTO VARAS,6,0,1,77,212,both,0.0,True
22103,18,900000,0.0,0.7222222222222222,93.05555555555556,99.72222222222223,0.0,0,0,0,CENTRO DE REHABILITACION DE LA PARALISIS CEREBRAL OSORNO,CENTRO DE REHABILITACION DE LA PARALISIS CEREBRAL OSORNO,OSORNO,3,0,1,14,215,both,64285.71428571428,True
22105,9,246714286,246714286.0,1.0,100.0,100.0,93.6,0,0,0,ESCUELA BASICA FRESIA,ESCUELA BASICA FRESIA,FRESIA,6,0,1,499,10,both,494417.4068136273,True
22112,8,765000,495000.0,1.0,100.0,100.0,100.0,0,0,0,ESCUELA RURAL PUNTA WHITE,ESCUELA RURAL PUNTA WHITE,QUELLÓN,1,1,1,13,110,both,58846.153846153844,True
22113,18,123700000,110700000.0,0.0,65.27777777777777,89.27777777777777,96.4,0,0,0,LICEO FRAY PABLO DE ROYO,LICEO FRAY PABLO DE ROYO,SAN PABLO,2,0,1,249,310,both,496787.1485943775,True
22114,16,102000000,93000000.0,0.9375,98.4375,99.9375,95.9,0,0,0,LICEO PREMILITAR HÉROES DE LA CONCEPCIÓN,LICEO PREMILITAR HÉROES DE LA CONCEPCIÓN,OSORNO,3,0,1,344,310,both,296511.62790697673,True
22125,10,2750000,2750000.0,1.0,100.0,100.0,100.0,0,0,0,ESCUELA PARTICULAR COMUY,ESCUELA PARTICULAR COMUY,LAGO RANCO,3,1,1,4,110,both,687500.0,True
22130,8,124000000,62000000.0,1.0,100.0,100.0,94.1,0,0,0,ESCUELA ALLA-KINTUY,ESCUELA ALLA-KINTUY,QUELLÓN,1,0,1,239,10,both,518828.4518828452,True
22134,19,33000000,33000000.0,0.3157894736842105,81.57894736842105,98.0,96.4,0,0,0,ESCUELA RURAL BONIFACIO,ESCUELA RURAL BONIFACIO,VALDIVIA,2,1,1,56,110,both,589285.7142857143,True
22138,12,6900000,6900000.0,1.0,100.0,100.0,93.8,0,0,0,ESCUELA RURAL EL TIGRE,ESCUELA RURAL EL TIGRE,PALENA,2,1,1,16,110,both,431250.0,True
22139,10,0,0.0,0.0,15.4,39.0,0.0,0,0,0,ESCUELA ESPECIAL `LAURA VICUÑA`,ESCUELA ESPECIAL `LAURA VICUÑA`,PUERTO MONTT,3,0,1,58,212,both,0.0,True
22140,17,455000000,455000000.0,0.8235294117647058,95.58823529411765,99.82352941176471,97.4,0,0,0,LICEO BICENTENARIO INGENIERO RICARDO FENNER RUEDI,LICEO BICENTENARIO INGENIERO RICARDO FENNER RUEDI,LA UNIÓN,3,1,1,889,510,both,511811.0236220473,True
22142,15,3395000,3295000.0,0.8666666666666667,90.0,93.2,100.0,0,0,0,ESCUELA RURAL BLANCHARD,ESCUELA RURAL BLANCHARD,QUELLÓN,1,1,1,6,110,both,565833.3333333334,True
22146,14,33260000,25400000.0,0.9285714285714286,92.85714285714286,92.85714285714286,17.0,0,0,0,COLEGIO ABRAHAM LINCOLN,COLEGIO ABRAHAM LINCOLN,OSORNO,3,0,1,329,110,both,101094.22492401216,True
22153,8,12500000,12500000.0,0.0,37.5,61.5,100.0,0,0,0,ESCUELA PARTICULAR ESTRELLA SOLITARIA,ESCUELA PARTICULAR ESTRELLA SOLITARIA,LAGO RANCO,3,1,1,11,110,both,1136363.6363636365,True
22155,16,5000000,0.0,0.0,59.375,83.375,0.0,0,0,0,COLEGIO CARPE DIEM,COLEGIO CARPE DIEM,CASTRO,3,0,1,472,10,both,10593.22033898305,True
22159,17,29000000,29000000.0,1.0,100.0,100.0,100.0,0,0,0,ESCUELA PARTICULAR EL MINERO,ESCUELA PARTICULAR EL MINERO,RÍO BUENO,3,1,1,12,110,both,2416666.6666666665,True
22160,18,89100000,89100000.0,1.0,100.0,100.0,51.9,0,0,0,MARTIN LUTHER KING COLLEGE,MARTIN LUTHER KING COLLEGE,VALDIVIA,3,0,1,360,10,both,247500.0,True
22162,10,57500000,34000000.0,0.9,97.5,99.9,89.5,0,0,0,ESCUELA PARTICULAR PUILE,ESCUELA PARTICULAR PUILE,MARIQUINA,3,1,1,19,110,both,3026315.789473684,True
22165,28,60472182,59654231.0,1.0,100.0,100.0,94.1,0,0,0,ESCUELA PARTICULAR MARANATA,ESCUELA PARTICULAR MARANATA,LANCO,3,1,1,85,110,both,711437.4352941177,True
22173,16,2530000,2410000.0,0.4375,84.375,97.875,93.5,0,0,0,JARDIN INFANTIL ADVENTISTA,JARDIN INFANTIL ADVENTISTA,CASTRO,3,0,1,31,10,both,81612.90322580645,True
22175,24,195300913,195300913.0,1.0,100.0,100.0,81.4,0,0,0,ESCUELA PABLO NERUDA,ESCUELA PABLO NERUDA,PUERTO MONTT,2,0,1,285,10,both,685266.3614035088,True
22176,18,165450000,95450000.0,0.1111111111111111,70.83333333333333,92.16666666666667,93.9,0,0,0,ESCUELA PADRE HURTADO,ESCUELA PADRE HURTADO,CASTRO,1,0,1,198,10,both,835606.0606060605,True
22181,8,62000000,0.0,0.125,78.125,99.125,98.5,0,0,0,ESCUELA PARTICULAR RALUYA,ESCUELA PARTICULAR RALUYA,MARIQUINA,3,1,1,65,110,both,953846.1538461539,True
22184,8,16960000,16960000.0,0.0,65.625,89.625,86.2,0,0,0,ESCUELA PARTICULAR RUBEN BASTIDAS,ESCUELA PARTICULAR RUBEN BASTIDAS,MAULLIN,3,1,1,29,110,both,584827.5862068966,True
22186,16,48200000,30150000.0,1.0,100.0,100.0,98.4,0,0,0,ESC. PART. CONDE DE LEMU,ESC. PART. CONDE DE LEMU,LOS LAGOS,3,1,1,61,10,both,790163.9344262296,True
22187,10,3550000,0.0,0.4,70.2,84.4,0.0,0,0,0,LICEO MANUEL BAQUEDANO,LICEO MANUEL BAQUEDANO,OSORNO,3,0,1,251,363,both,14143.426294820718,True
22191,39,968595690,611786884.0,0.6410256410256411,89.1025641025641,97.71794871794872,85.5,0,0,0,COLEGIO EMPRENDER OSORNO,COLEGIO EMPRENDER OSORNO,OSORNO,3,1,1,1262,10,both,767508.470681458,True
22192,32,621281773,621281773.0,1.0,100.0,100.0,92.7,0,0,0,COLEGIO CATOLICO BEATO FEDERICO OZANAM,COLEGIO CATOLICO BEATO FEDERICO OZANAM,PUERTO MONTT,3,0,1,1241,10,both,500629.9540692989,True
22194,9,2400000,2400000.0,0.6666666666666666,91.66666666666667,99.66666666666667,100.0,0,0,0,ESCUELA PARTICULAR CUFEO ALTO,ESCUELA PARTICULAR CUFEO ALTO,PAILLACO,3,1,1,2,110,both,1200000.0,True
22195,19,133600000,133600000.0,0.9473684210526315,98.6842105263158,99.94736842105263,88.1,0,0,0,COLEGIO CRISTIANO BETESDA,COLEGIO CRISTIANO BETESDA,PUERTO MONTT,3,0,1,311,10,both,429581.9935691318,True
22196,19,216000000,94000000.0,0.8421052631578947,92.10526315789474,95.89473684210526,81.1,0,0,0,COLEGIO QUELLON,COLEGIO QUELLON,QUELLÓN,3,1,1,339,10,both,637168.1415929204,True
22200,22,350000000,335000000.0,0.0,64.77272727272727,88.77272727272727,94.0,0,0,0,INSTITUTO DEL PACIFICO,INSTITUTO DEL PACIFICO,PUERTO MONTT,3,0,1,584,10,both,599315.0684931506,True
22203,20,115037670,40200000.0,1.0,100.0,100.0,96.0,0,0,0,COLEGIO LACUY,COLEGIO LACUY,ANCUD,3,1,1,50,10,both,2300753.4,True
22204,12,14700000,0.0,1.0,100.0,100.0,92.2,0,0,0,ESCUELA DE PARVULOS REY SALOMON,ESCUELA DE PARVULOS REY SALOMON,VALDIVIA,3,0,1,51,10,both,288235.29411764705,True
22207,13,17150000,17150000.0,0.07692307692307693,63.46153846153846,83.76923076923077,100.0,0,0,0,ESCUELA PARTICULAR SAN SEBASTIAN,ESCUELA PARTICULAR SAN SEBASTIAN,LA UNIÓN,3,1,1,23,110,both,745652.1739130435,True
22209,8,5700000,5700000.0,0.75,93.75,99.75,100.0,0,0,0,ESCUELA RURAL EL LLOLLE,ESCUELA RURAL EL LLOLLE,MAULLIN,2,1,1,4,110,both,1425000.0,True
22214,8,1730000,1730000.0,1.0,100.0,100.0,100.0,0,0,0,ESCUELA RURAL PIEDRA LILE,ESCUELA RURAL PIEDRA LILE,QUELLÓN,1,1,1,3,110,both,576666.6666666666,True
22220,9,84800000,84800000.0,1.0,100.0,100.0,93.0,0,0,0,COLEGIO FRANCISCO COLOANE,COLEGIO FRANCISCO COLOANE,QUEMCHI,3,1,1,57,10,both,1487719.298245614,True
22221,8,23400000,23400000.0,0.875,96.875,99.875,97.2,0,0,0,ESCUELA FRAY LEONARDO,ESCUELA FRAY LEONARDO,PANGUIPULLI,3,1,1,36,10,both,650000.0,True
22223,11,100000000,100000000.0,1.0,100.0,100.0,68.4,0,0,0,CENTRO EDUCACIONAL LOS CARRERA,CENTRO EDUCACIONAL LOS CARRERA,PUERTO MONTT,3,0,1,190,10,both,526315.7894736842,True
22224,19,206700000,206700000.0,1.0,100.0,100.0,84.5,0,0,0,COLEGIO PROYECCION SIGLO XXI,COLEGIO PROYECCION SIGLO XXI,OSORNO,3,0,1,373,10,both,554155.4959785523,True
22225,8,16100000,9900000.0,1.0,100.0,100.0,100.0,0,0,0,ESC. PARTICULAR CHAQUIAN,ESC. PARTICULAR CHAQUIAN,LA UNIÓN,3,1,1,9,110,both,1788888.888888889,True
22226,19,147230000,147230000.0,0.7894736842105263,94.73684210526316,99.78947368421052,96.0,0,0,0,COLEGIO LAURA VICUNA,COLEGIO LAURA VICUNA,VALDIVIA,3,0,1,202,110,both,728861.3861386139,True
22229,25,258531251,258531251.0,1.0,100.0,100.0,87.3,0,0,0,ESCUELA BASICA LICARAYEN,ESCUELA BASICA LICARAYEN,PUERTO MONTT,2,0,1,433,10,both,597069.8637413395,True
22230,27,129550000,129550000.0,1.0,100.0,100.0,34.6,0,0,0,COLEGIO JUAN XXIII,COLEGIO JUAN XXIII,OSORNO,3,0,1,485,10,both,267113.40206185565,True
22234,32,441158762,441158762.0,1.0,100.0,100.0,93.2,0,0,0,COLEGIO SAN VICENTE DE PAUL,COLEGIO SAN VICENTE DE PAUL,PUERTO OCTAY,3,0,1,438,10,both,1007211.7853881279,True
22240,16,88412000,88412000.0,1.0,100.0,100.0,96.9,0,0,0,ESCUELA DE PARVULOS LOS PUMITAS,ESCUELA DE PARVULOS LOS PUMITAS,FUTRONO,2,0,1,65,10,both,1360184.6153846155,True
22246,16,205800000,205800000.0,0.8125,95.3125,99.8125,92.8,0,0,0,COLEGIO SHADDAI,COLEGIO SHADDAI,OSORNO,3,0,1,347,10,both,593083.5734870317,True
22248,33,123306385,123306385.0,0.9393939393939394,96.96969696969697,98.42424242424242,90.3,0,0,0,INSTITUTO ALEMAN PURRANQUE,INSTITUTO ALEMAN PURRANQUE,PURRANQUE,3,0,1,207,10,both,595683.0193236715,True
22253,13,86500000,86500000.0,1.0,100.0,100.0,96.6,0,0,0,ESCUELA PARTICULAR PROFESOR JOSE VELASQUEZ VARGAS,ESCUELA PARTICULAR PROFESOR JOSE VELASQUEZ VARGAS,CALBUCO,3,1,1,117,10,both,739316.2393162394,True
22255,18,40200000,40200000.0,0.8888888888888888,95.83333333333333,98.5,95.9,0,0,0,COLEGIO ADOLFO KOLPING,COLEGIO ADOLFO KOLPING,OSORNO,3,0,1,172,10,both,233720.93023255814,True
22257,9,2700000,2100000.0,0.1111111111111111,77.77777777777777,99.11111111111111,100.0,0,0,0,ESCUELA PARTICULAR PORVENIR,ESCUELA PARTICULAR PORVENIR,LOS LAGOS,3,1,1,3,110,both,900000.0,True
22260,22,133800000,84000000.0,0.45454545454545453,73.9090909090909,86.95454545454545,90.0,0,0,0,COLEGIO SANTA ANA,COLEGIO SANTA ANA,QUEMCHI,3,0,1,219,10,both,610958.904109589,True
22261,8,16200000,16200000.0,0.0,75.0,99.0,84.8,0,0,0,ESCUELA PARTICULAR PABLO NERUDA,ESCUELA PARTICULAR PABLO NERUDA,MAULLIN,3,0,1,33,10,both,490909.0909090909,True
22262,26,269000000,269000000.0,0.8846153846153846,93.26923076923077,95.11538461538461,91.0,0,0,0,COLEGIO SAN CRISTOBAL,COLEGIO SAN CRISTOBAL,LOS MUERMOS,3,0,1,477,10,both,563941.2997903564,True
22263,8,9000000,1000000.0,1.0,100.0,100.0,84.1,0,0,0,COLEGIO SAN MARCOS,COLEGIO SAN MARCOS,OSORNO,3,0,1,44,10,both,204545.45454545456,True
22265,31,180600000,180600000.0,0.9354838709677419,98.38709677419355,99.93548387096774,73.1,0,0,0,GREEN COUNTRY SCHOOL,GREEN COUNTRY SCHOOL,OSORNO,3,0,1,78,10,both,2315384.6153846155,True
22269,8,2660000,1500000.0,0.0,59.375,83.375,100.0,0,0,0,ESCUELA PARTICULAR TRAFUN CHICO,ESCUELA PARTICULAR TRAFUN CHICO,PANGUIPULLI,3,1,1,6,110,both,443333.3333333333,True
22271,25,215866562,215866562.0,0.04,65.08,88.04,95.9,0,0,0,COLEGIO LUIS PASTEUR,COLEGIO LUIS PASTEUR,OSORNO,3,0,1,416,110,both,518910.0048076923,True
22275,16,192000000,192000000.0,0.8125,95.3125,99.8125,90.1,0,0,0,COLEGIO PARTICULAR GRACIA PAZ,COLEGIO PARTICULAR GRACIA PAZ,VALDIVIA,3,0,1,465,10,both,412903.22580645164,True
22280,13,34600000,34600000.0,0.0,75.0,99.0,98.1,0,0,0,ESCUELA PARTICULAR ALONSO DE ERCILLA,ESCUELA PARTICULAR ALONSO DE ERCILLA,FUTRONO,3,1,1,52,110,both,665384.6153846154,True
22282,16,220000,0.0,0.5625,79.6875,90.1875,0.0,0,0,0,ESCUELA ESPECIAL DE LENGUAJE `NUEVA LENGUA`,ESCUELA ESPECIAL DE LENGUAJE `NUEVA LENGUA`,PUERTO MONTT,3,0,1,78,214,both,2820.5128205128203,True
22284,8,8500000,8500000.0,1.0,100.0,100.0,100.0,0,0,0,ESCUELA PARTICULAR HUALINTO,ESCUELA PARTICULAR HUALINTO,RÍO NEGRO,3,1,1,17,110,both,500000.0,True
22293,12,0,0.0,0.3333333333333333,81.25,97.25,0.0,0,0,0,ESCUELA ESPECIAL `SAN AGUSTIN`,ESCUELA ESPECIAL `SAN AGUSTIN`,FRUTILLAR,6,0,1,40,212,both,0.0,True
22294,16,0,0.0,0.9375,93.75,93.75,0.0,0,0,0,ESCUELA-TALLER PARA AUTISTAS `BERNARD RIMLAND`,ESCUELA-TALLER PARA AUTISTAS `BERNARD RIMLAND`,OSORNO,3,0,1,44,216,both,0.0,True
22309,14,300000000,246000000.0,1.0,100.0,100.0,95.2,0,0,0,COLEGIO INGLÉS MABEL CONDEMARÍN,COLEGIO INGLÉS MABEL CONDEMARÍN,LOS MUERMOS,6,1,1,727,10,both,412654.7455295736,True
22310,9,14500000,8500000.0,0.8888888888888888,94.44444444444444,97.11111111111111,100.0,0,0,0,ESCUELA RURAL YERBAS BUENAS,ESCUELA RURAL YERBAS BUENAS,LOS MUERMOS,6,1,1,18,110,both,805555.5555555555,True
22312,11,189200000,97200000.0,0.09090909090909091,65.9090909090909,87.72727272727273,95.2,0,0,0,ESCUELA HUILLON,ESCUELA HUILLON,MÁFIL,3,1,1,126,10,both,1501587.3015873015,True
22317,9,282500000,235500000.0,0.0,75.0,99.0,63.0,0,0,0,COLEGIO SAN ANTONIO,COLEGIO SAN ANTONIO,PAILLACO,3,1,1,338,110,both,835798.8165680474,True
